x,y,z
239,1,1058
241,13,921
212,2,874
179,0,856
167,0,1039
142,4,849
204,1,910
233,3,955
192,8,868
217,1,885
174,5,846
110,0,999
111,0,927
198,1,867
157,1,848
169,2,833
267,4,973
154,3,881
246,5,1000
256,1,963
125,1,887
165,0,1035
196,3,849
178,2,925
229,1,906
151,6,841
184,5,849
212,12,880
153,1,895
239,0,924
149,0,1045
75,2,911
212,4,902
237,2,1002
155,2,876
69,1,892
209,0,891
294,4,944
92,0,904
220,18,906
231,1,885
171,2,844
237,5,894
152,1,891
85,1,882
115,2,886
229,1,980
170,1,830
153,2,880
161,0,1095
199,7,881
281,3,941
234,2,951
243,4,896
121,1,932
219,0,1011
241,1,989
291,4,998
160,0,1039
222,5,893
229,1,1010
52,0,932
149,3,888
239,1,1040
52,0,898
135,0,990
126,1,868
121,2,842
185,0,863
193,0,886
178,0,1032
147,0,1131
217,1,880
188,0,871
102,0,1069
160,0,852
150,0,847
236,11,913
246,0,963
294,0,998
162,0,838
242,2,1002
223,4,913
124,4,896
103,0,923
138,2,908
288,1,945
241,0,941
94,0,1046
109,2,1151
205,0,929
235,1,955
227,2,885
166,5,883
132,4,880
178,5,856
286,6,960
223,5,922
129,0,919
240,0,1028
103,1,1155
159,1,890
159,0,903
179,1,882
84,8,908
245,0,984
265,0,962
238,8,915
149,3,847
114,5,922
236,0,940
120,0,1086
156,1,836
228,11,890
235,0,964
238,3,965
102,0,905
95,7,942
184,4,925
157,1,830
219,0,884
127,4,876
245,1,943
267,0,952
123,0,903
238,4,892
160,5,861
151,6,876
179,7,885
158,3,865
155,4,865
141,1,878
130,1,879
218,4,882
148,0,1019
278,0,1002
126,1,1058
116,0,1019
291,6,959
220,6,914
69,3,878
152,0,915
228,0,913
129,6,878
94,3,901
293,1,958
125,1,1057
221,0,947
296,9,957
239,3,984
245,4,1003
137,0,857
144,0,1049
253,19,998
178,1,858
198,3,888
143,2,867
163,6,863
122,0,1057
141,0,1031
172,3,894
295,0,1021
84,0,1054
216,2,909
216,20,882
134,4,850
228,2,917
101,0,1127
295,1,958
209,9,890
288,2,984
162,0,976
194,9,885
181,10,880
196,0,862
178,2,853
234,0,913
276,5,960
118,1,899
103,0,884
234,0,1002
141,1,865
179,7,886
150,3,902
122,1,923
280,10,971
174,0,883
180,3,889
86,1,886
194,0,858
156,1,870
277,0,936
206,13,889
167,0,864
154,0,828
299,5,958
130,2,916
160,7,894
183,1,868
144,1,859
219,1,881
244,1,1004
155,2,907
239,1,963
105,0,893
40,0,1034
231,1,893
183,6,888
188,4,851
113,3,884
169,3,830
189,10,846
63,2,963
175,5,853
186,1,881
208,1,868
232,13,911
193,11,884
186,3,864
237,2,975
232,0,899
243,1,1085
207,0,925
247,23,967
129,5,919
237,1,894
237,13,891
238,2,1004
249,1,932
177,2,915
146,0,893
221,0,992
113,0,1101
207,3,913
287,5,970
178,4,851
207,2,877
239,6,973
147,8,933
141,2,826
207,16,876
114,2,885
219,6,881
199,0,869
232,0,988
119,2,863
145,1,849
175,4,892
159,4,875
297,2,982
240,10,893
99,2,898
246,1,984
271,0,1025
141,5,890
176,1,885
214,1,904
98,0,894
209,16,886
237,5,915
215,8,914
214,17,884
218,2,905
143,3,846
178,3,848
135,2,853
289,3,948
151,0,1045
97,0,915
244,1,1001
272,13,982
220,1,910
279,0,959
243,4,895
219,2,895
120,0,868
227,2,916
237,0,1002
250,6,963
212,6,893
127,5,880
238,1,1000
242,2,1004
231,1,886
210,3,904
240,0,1029
174,10,879
280,1,936
274,2,963
167,2,886
115,1,886
186,0,864
268,0,964
243,1,1057
297,10,968
181,2,900
189,1,889
283,1,961
240,1,1002
225,14,963
242,3,984
83,1,885
132,0,925
167,4,861
108,0,877
172,1,874
275,1,934
298,12,966
122,11,928
236,5,971
63,4,965
245,3,1003
108,2,934
229,0,916
164,0,861
279,11,970
221,4,893
85,0,1123
167,3,905
232,0,935
185,1,847
150,0,869
211,2,916
198,1,861
223,3,892
293,0,983
257,5,926
111,3,886
291,2,950
157,0,878
203,2,878
137,3,869
275,0,973
153,0,819
199,1,873
120,0,893
249,1,900
245,3,896
249,4,983
132,0,1056
143,0,1008
205,0,899
143,0,1134
216,2,887
220,10,913
201,4,880
131,4,915
97,2,897
211,11,913
157,0,1041
190,2,856
145,4,875
80,0,1054
201,3,888
112,1,890
129,0,867
150,0,871
110,0,891
188,1,886
154,0,866
205,12,889
226,1,927
246,1,974
170,0,864
165,4,857
230,3,945
82,2,883
213,8,881
184,6,849
237,8,914
103,0,889
81,0,1044
207,2,879
165,1,855
204,9,916
133,3,905
245,3,1004
235,1,893
106,1,1037
176,3,876
240,0,963
204,10,882
219,10,880
156,0,1043
201,0,889
235,2,918
149,3,844
212,0,873
152,5,837
262,3,964
192,0,886
75,0,887
284,1,970
185,3,871
219,1,894
161,2,864
184,1,863
187,11,920
181,2,847
108,0,1023
214,1,905
234,6,894
195,0,889
238,0,961
244,0,1028
271,2,962
224,1,901
160,2,834
252,17,970
283,1,1084
154,2,907
231,0,911
156,0,916
83,2,942
81,2,859
120,5,898
283,4,961
121,0,887
112,14,887
215,8,890
165,0,829
118,3,882
95,2,895
104,0,871
286,8,969
215,5,882
236,3,894
126,1,1056
239,0,897
181,0,963
153,3,838
167,3,862
160,3,907
109,0,1023
228,0,922
195,0,851
240,1,1001
242,11,914
190,0,874
240,0,1004
217,0,979
128,1,897
74,0,1067
167,0,838
196,18,877
211,15,910
140,1,869
74,0,947
299,1,950
116,0,1148
182,8,886
242,0,950
212,8,882
164,3,892
221,22,905
153,4,849
131,1,872
103,4,892
196,0,898
165,1,850
101,2,867
79,0,870
131,5,879
151,0,879
125,0,1058
223,13,910
224,1,916
231,0,956
229,23,906
223,2,946
279,5,949
210,1,898
167,0,1061
198,0,953
114,9,902
279,0,1086
69,0,1150
129,6,879
240,0,917
206,18,909
147,2,881
231,0,934
160,7,863
195,7,884
271,0,982
284,8,982
167,1,857
112,0,1063
293,2,938
233,11,913
146,1,883
188,4,882
234,0,1087
181,3,853
220,9,889
251,3,928
197,1,864
170,0,882
242,7,894
132,0,866
160,0,844
130,5,899
208,0,869
104,0,1040
147,0,858
243,0,986
132,0,918
120,0,918
163,0,882
238,6,914
160,0,858
229,8,892
180,2,862
235,3,936
204,17,886
170,6,855
226,1,925
224,1,975
243,0,1085
179,0,882
124,3,1058
237,17,889
293,0,960
157,3,864
188,0,859
167,0,858
130,3,918
237,0,986
126,0,1029
71,0,877
127,0,890
180,0,1068
129,2,1055
209,8,883
184,3,854
75,1,876
123,0,847
298,5,939
125,1,875
176,8,889
131,1,871
230,1,912
134,0,881
245,5,1002
217,4,892
76,13,907
230,4,886
168,7,843
242,1,918
273,0,1057
163,0,1077
190,4,879
223,4,959
198,0,911
232,7,893
174,3,890
283,4,972
220,2,893
209,0,920
250,3,926
169,1,848
247,4,974
91,0,903
120,0,1060
152,1,861
155,0,862
118,0,889
256,7,985
130,3,852
267,2,967
243,4,976
287,10,980
198,1,902
117,0,881
276,1,984
136,0,892
109,0,889
197,0,862
239,3,903
149,2,846
137,0,858
95,6,898
125,8,879
149,2,868
132,0,958
133,0,1139
105,3,887
196,8,892
158,1,881
171,0,888
242,5,1000
157,1,886
145,0,836
134,4,877
209,2,914
236,1,915
241,0,987
108,0,887
83,3,908
96,2,892
174,4,891
285,9,969
249,7,961
206,5,884
288,0,975
227,0,1092
241,1,977
229,0,947
77,0,1174
165,0,828
155,2,885
246,3,921
212,10,888
239,26,907
194,6,847
148,1,1048
109,1,881
133,0,878
200,0,895
218,4,945
110,1,887
134,1,821
226,9,975
198,10,883
252,18,980
106,1,953
215,0,885
142,0,896
121,2,862
178,1,856
82,0,892
238,2,987
215,6,884
225,5,912
81,0,1052
238,9,981
159,2,854
165,6,825
281,1,946
212,6,915
169,3,851
111,1,1063
212,2,885
240,7,939
224,1,898
160,0,880
137,3,875
179,6,905
167,1,832
206,6,881
85,1,881
151,6,840
180,4,889
219,6,891
136,0,1107
120,2,882
123,1,883
242,1,1001
222,24,905
235,0,954
213,11,889
153,4,869
140,0,953
299,0,957
252,0,977
266,2,984
169,2,855
254,3,963
92,4,901
146,0,850
216,22,905
271,1,933
191,0,845
120,1,867
153,2,846
247,0,1003
227,5,916
91,1,899
214,13,944
148,4,854
279,3,936
125,6,879
288,2,964
143,1,930
295,2,952
225,2,897
104,3,901
237,4,918
131,0,1110
160,5,859
247,0,969
196,1,884
281,7,972
221,2,885
247,8,961
228,0,1047
124,1,869
174,4,870
196,4,920
144,0,1132
144,4,875
155,3,904
197,1,888
130,2,901
125,0,1029
298,19,963
136,4,869
277,2,1057
235,0,1029
197,1,882
197,0,900
92,0,875
172,6,857
254,1,975
123,6,874
149,0,827
224,0,900
164,1,837
167,1,828
158,1,854
210,2,884
175,9,854
101,0,911
108,0,1121
161,2,866
97,2,914
286,0,942
241,0,1029
282,1,999
160,10,858
239,1,928
182,1,852
284,3,937
284,2,938
282,0,970
201,0,926
117,2,905
243,9,894
156,0,832
226,7,893
176,0,1010
100,3,893
200,7,920
237,0,966
150,0,850
154,5,865
208,5,882
154,0,1069
165,2,897
113,0,1062
140,0,826
195,0,865
299,8,957
209,12,902
204,1,890
292,0,996
238,2,885
217,0,890
223,2,893
158,1,866
234,1,940
256,0,1088
110,2,878
177,3,891
163,1,833
140,0,1051
207,2,962
182,0,874
192,3,867
132,2,857
159,1,859
292,0,998
235,0,1001
150,4,869
201,3,896
262,1,974
149,0,1002
139,2,896
93,2,875
140,0,851
224,1,957
76,0,1085
227,16,877
237,2,933
161,0,892
87,0,878
245,2,1003
197,2,864
205,1,887
144,3,876
181,2,890
227,2,910
120,1,996
197,0,1022
129,1,888
148,0,872
166,3,868
295,10,956
246,5,1002
244,6,984
145,0,888
117,0,1116
125,0,1084
181,0,875
168,1,870
128,0,958
196,0,878
235,2,936
251,1,915
175,1,854
286,0,984
211,1,888
237,3,1004
163,1,1037
241,1,1041
92,3,937
177,3,868
276,6,962
201,3,860
156,1,834
290,0,961
248,2,955
265,0,974
242,2,904
241,5,982
199,1,878
174,1,857
157,6,902
63,0,918
95,0,874
155,4,876
174,0,846
176,0,849
204,7,882
171,0,883
222,8,881
155,4,845
159,3,832
186,5,842
184,2,862
167,1,837
179,2,848
230,14,911
164,1,849
176,3,852
275,0,984
199,2,899
234,4,892
164,1,996
129,7,883
191,0,981
126,0,1058
191,2,918
291,1,939
247,8,1000
182,0,858
213,2,884
211,2,922
184,5,888
204,4,887
233,1,976
233,3,966
164,2,856
107,6,874
163,10,903
67,4,916
77,3,869
138,1,876
238,1,956
270,0,934
119,2,864
248,2,961
117,6,892
126,4,920
136,0,1024
158,0,846
121,1,882
238,5,975
211,2,860
164,3,829
243,0,1027
91,3,879
205,5,884
185,0,890
240,6,964
115,0,1146
132,0,872
246,0,1003
132,2,1053
175,10,853
92,4,875
125,1,1058
70,4,953
236,0,1001
195,2,864
295,3,959
271,0,978
120,1,883
244,1,922
216,10,880
128,0,1110
221,3,926
216,23,902
256,3,930
210,8,947
210,7,899
192,3,841
123,1,867
299,1,968
233,0,1060
244,13,960
98,2,884
131,0,911
215,5,914
137,6,874
286,3,938
184,0,857
282,0,984
129,0,879
242,2,919
164,0,873
116,0,841
81,0,1083
242,0,983
238,2,893
246,0,921
94,8,899
219,0,913
159,3,855
119,0,881
218,1,918
201,1,865
163,0,973
147,4,948
171,0,1003
225,0,980
239,1,893
140,5,951
117,5,923
150,0,853
244,2,1027
214,2,882
175,5,827
162,0,830
144,10,918
210,13,888
129,0,1083
98,0,1159
160,3,836
123,0,893
110,7,888
160,0,1093
145,3,858
171,2,848
214,1,896
236,0,1006
244,1,1002
239,1,922
158,2,839
190,1,856
71,0,1069
197,1,878
174,3,849
159,0,912
163,7,855
189,7,884
170,0,851
126,2,874
203,2,885
243,10,959
176,1,830
173,2,823
78,0,871
205,1,879
195,3,923
177,0,908
94,1,943
238,0,1003
160,1,1079
205,0,886
236,11,893
295,2,944
282,0,947
241,1,964
268,2,983
191,8,894
238,3,1002
75,4,914
293,0,999
98,3,897
209,6,885
185,0,879
230,1,937
102,0,876
179,1,860
154,0,1015
235,0,986
236,7,963
168,1,886
182,6,864
225,5,903
107,0,884
233,10,913
167,5,931
202,0,871
159,4,855
237,1,1086
145,1,877
177,1,843
221,2,895
155,1,858
192,3,887
225,11,912
136,0,901
232,2,894
89,9,936
63,10,918
187,1,922
153,5,836
281,0,945
142,1,861
162,2,831
111,0,866
223,9,882
95,2,943
174,9,855
155,2,869
222,3,925
214,1,881
178,6,844
126,0,883
156,5,900
283,0,1084
144,10,888
247,12,970
181,2,886
146,2,864
162,3,860
177,1,858
163,6,879
242,0,977
83,0,1055
233,2,886
164,0,995
176,9,888
125,0,1030
232,1,1007
170,0,1035
137,0,909
149,3,849
235,0,905
250,2,964
180,3,865
100,1,934
243,9,981
206,1,928
77,7,907
180,2,868
80,0,1112
192,4,870
229,13,889
171,12,889
157,3,856
206,1,880
209,1,872
197,4,852
134,5,908
180,2,847
131,3,882
200,8,885
151,3,871
227,0,894
116,4,887
232,0,1004
118,0,1021
170,4,893
228,0,1005
138,0,905
227,5,893
112,0,871
198,1,889
95,4,931
178,7,853
222,0,885
180,2,891
145,4,908
295,7,969
149,0,833
118,2,924
208,7,884
163,0,831
99,5,895
193,4,841
205,6,886
148,2,841
135,6,858
140,1,849
202,0,874
212,6,890
177,5,889
168,0,1007
150,4,872
200,5,885
141,2,846
244,1,930
245,0,1041
242,0,923
205,7,895
70,2,921
234,2,896
244,9,972
221,3,924
167,6,861
159,0,858
216,11,913
216,2,951
231,3,947
295,18,995
293,0,942
123,2,921
221,19,884
242,3,1002
281,4,982
74,2,917
265,14,973
160,1,890
210,0,952
118,4,931
199,0,887
109,1,1065
213,4,893
286,2,958
289,17,994
111,2,878
298,11,965
214,0,896
95,0,1116
237,0,984
197,6,881
124,8,879
164,0,866
125,0,1142
267,6,983
168,1,836
114,3,888
183,3,892
242,5,1001
90,0,957
209,2,920
100,3,881
83,1,952
178,7,883
141,2,848
234,1,913
232,1,1003
99,0,896
100,0,1041
158,1,863
66,0,919
88,0,1120
131,0,913
172,6,881
157,0,978
194,0,859
146,0,1132
96,9,897
240,3,1006
243,0,1057
214,1,876
161,2,1018
223,7,891
277,0,1057
182,0,866
179,11,884
78,0,1057
112,1,891
243,0,965
117,1,1146
291,2,969
223,2,883
223,11,911
125,0,848
268,6,930
141,0,1135
200,13,889
142,0,853
143,1,861
128,1,1057
189,2,907
189,8,894
248,5,921
132,1,878
69,0,885
237,1,957
176,1,894
197,15,880
226,0,981
69,1,947
249,7,946
165,1,842
276,0,1057
248,10,959
171,2,874
227,4,902
225,4,893
135,3,915
203,3,897
252,1,925
171,2,850
87,7,904
145,0,1047
156,2,843
125,4,921
212,4,878
223,2,956
203,1,871
224,3,915
191,1,850
169,2,839
260,1,975
247,0,1088
100,4,905
282,3,971
239,6,1000
242,5,963
237,0,917
234,1,1088
204,6,901
247,2,926
229,0,969
97,0,1042
229,0,1008
296,2,958
142,1,1134
141,1,1105
141,0,866
132,1,877
128,6,879
244,12,971
147,0,837
169,0,991
241,0,944
145,0,834
240,5,893
225,17,940
149,7,888
75,0,1059
162,0,1010
181,1,881
157,7,860
120,3,930
186,1,891
199,1,874
122,4,879
229,0,885
132,7,877
200,0,907
242,0,1057
238,6,1003
277,0,1001
195,13,880
234,10,891
140,0,990
113,2,1063
125,1,874
243,15,960
192,5,889
153,0,1024
110,0,866
283,8,961
118,2,884
206,2,928
148,0,976
174,2,837
88,0,927
176,7,845
284,0,958
179,6,925
230,1,1008
227,1,917
146,0,864
182,3,892
187,0,888
108,0,966
93,1,898
84,2,896
219,10,914
224,11,889
288,2,968
190,4,854
233,11,914
167,0,856
123,0,870
182,7,842
242,2,952
193,29,883
100,5,896
228,4,917
179,9,887
289,0,997
188,9,846
195,4,910
70,3,858
169,5,851
129,0,915
138,4,876
176,2,849
101,0,879
144,1,895
141,3,854
105,0,874
208,1,885
228,1,1007
218,3,885
237,7,962
124,0,874
211,10,891
229,1,917
218,6,882
253,4,928
114,3,884
188,1,870
204,3,895
140,2,878
99,7,866
240,0,1002
158,0,825
281,8,999
245,0,967
80,0,1043
245,0,1040
297,11,968
97,5,932
238,7,921
188,7,847
235,4,962
101,0,881
175,0,850
287,8,981
286,1,947
208,2,951
180,1,876
131,1,876
193,1,869
246,2,1002
118,0,888
98,1,896
221,25,903
206,8,891
120,1,876
104,1,969
188,6,867
229,2,989
116,1,866
239,1,1059
173,7,850
289,7,980
147,0,875
172,6,852
161,0,870
235,11,890
72,0,949
205,11,878
125,1,921
150,1,870
131,0,1081
167,4,891
136,1,877
163,1,857
172,6,893
228,1,908
184,0,895
245,7,952
236,3,964
115,1,963
146,1,839
265,3,955
246,4,960
234,14,905
120,0,879
220,3,915
281,0,999
133,0,929
155,0,1127
208,0,910
212,3,939
232,1,905
116,3,909
94,0,884
222,8,890
166,2,861
237,0,1041
148,2,849
275,9,933
241,5,921
147,2,890
67,0,1063
235,5,910
61,0,902
213,11,911
148,3,864
130,0,855
220,8,890
172,0,844
90,0,944
195,3,887
124,1,922
167,3,824
284,3,975
230,6,930
148,4,871
148,2,893
210,0,961
178,0,878
196,5,895
282,4,960
249,0,926
231,0,988
275,0,985
164,3,860
292,5,939
239,10,1002
262,18,969
176,4,854
114,1,904
1,0,1235
220,0,983
139,0,1077
237,6,942
132,1,858
218,0,888
239,0,1000
256,1,964
223,3,902
244,2,986
273,6,1001
216,3,907
159,1,904
170,1,846
212,0,995
241,0,1001
239,9,891
196,1,905
218,0,936
138,1,1053
225,10,906
219,13,888
182,0,863
196,4,922
115,0,1061
226,1,913
91,1,1048
170,1,824
229,7,914
106,0,1152
232,1,904
114,0,872
246,0,942
137,0,973
149,0,1071
137,0,1052
249,1,951
179,0,1031
200,0,868
162,0,868
145,0,866
167,5,856
193,0,876
102,4,889
155,1,848
239,19,910
174,0,989
242,0,986
125,0,1083
238,0,1008
162,0,1093
98,0,1006
172,2,875
171,1,859
107,4,888
271,0,974
186,8,947
225,2,885
134,0,895
165,0,880
234,1,1030
219,25,880
148,0,826
161,1,888
129,1,864
87,0,1052
110,1,1022
182,1,875
148,0,1131
117,6,885
191,20,898
94,1,908
143,4,872
152,2,846
166,3,898
225,4,895
170,0,847
130,9,875
164,3,862
279,1,1038
270,4,973
149,2,853
103,0,931
186,4,897
245,2,984
268,0,985
135,1,894
290,0,1055
299,7,958
180,6,844
216,4,884
54,0,885
242,0,896
237,0,886
186,1,925
178,0,837
243,2,918
260,1,929
191,3,898
150,1,880
225,4,885
289,0,960
217,5,882
74,0,901
135,0,842
252,15,999
158,2,833
176,0,896
223,13,911
66,4,918
157,1,863
216,5,885
150,1,866
224,0,1010
229,0,980
178,3,1028
204,2,871
230,2,914
163,4,863
75,0,911
248,7,959
175,2,1029
216,3,917
49,1,998
295,7,982
216,0,897
132,4,935
295,1,951
143,1,899
199,10,883
201,1,894
93,0,883
249,4,923
205,4,886
121,0,871
192,1,867
111,7,882
240,2,1027
199,3,887
266,18,971
273,1,982
110,1,1063
104,0,1027
166,0,1037
205,4,885
157,4,836
174,1,851
73,0,889
109,10,884
81,2,912
87,0,893
209,7,883
196,3,887
184,0,859
182,9,858
217,20,906
206,0,903
232,5,913
132,1,1055
242,1,965
206,0,871
293,5,959
117,0,962
244,8,1002
136,0,870
151,1,852
248,19,979
186,1,856
233,9,893
190,1,895
230,0,1006
104,0,873
100,4,894
201,0,909
198,3,877
86,4,892
227,4,943
235,1,934
248,3,964
190,2,875
274,0,1086
155,5,858
190,10,890
286,0,1085
151,10,867
188,2,853
189,3,873
187,3,861
165,0,1016
108,3,885
214,9,946
241,2,971
229,10,911
225,0,1063
86,0,896
276,5,963
59,1,899
171,4,860
222,7,912
161,0,1037
167,1,880
173,1,838
204,4,886
146,1,824
103,0,1047
90,0,902
90,0,1136
151,8,870
234,0,1044
151,0,1044
158,0,892
296,6,956
242,2,963
140,2,888
185,13,891
239,0,1001
238,1,893
220,13,908
198,1,868
199,13,857
138,6,913
160,0,903
177,0,987
113,1,917
95,1,856
165,1,867
61,0,922
166,4,862
272,2,941
166,1,1039
150,0,910
292,4,971
254,32,952
235,3,965
71,2,904
272,3,984
236,4,985
215,0,895
126,0,874
138,6,873
127,4,883
290,6,969
229,13,911
241,4,983
216,0,886
198,3,870
104,2,877
104,1,866
157,0,940
142,1,919
108,1,878
245,4,999
134,0,1108
95,2,888
166,5,876
252,0,925
123,0,1056
270,1,1114
169,0,874
225,4,883
137,1,898
81,2,906
211,6,866
190,7,921
127,1,917
190,0,891
54,1,893
141,0,1048
218,1,896
134,1,1054
241,0,923
130,0,1139
131,0,852
154,2,867
173,0,825
193,5,866
296,1,958
234,17,910
228,2,916
206,2,863
204,5,917
235,2,935
151,4,838
218,3,884
214,8,883
226,0,1012
105,0,1026
191,1,889
188,3,886
61,3,1027
209,0,878
103,0,891
94,0,1045
216,0,903
217,3,915
81,0,891
218,1,879
146,5,848
169,1,1034
117,3,881
111,3,892
123,0,1143
269,0,981
137,1,869
156,0,1126
244,1,964
255,3,985
252,1,957
226,0,917
167,9,854
215,2,929
238,1,986
160,6,842
181,2,871
183,3,896
57,3,923
259,0,928
100,1,893
220,0,880
241,0,964
179,6,852
197,3,872
181,0,869
142,0,1050
154,1,852
68,1,917
118,0,995
246,2,973
156,4,863
289,2,971
176,4,841
109,2,889
290,8,969
240,5,915
152,0,864
157,0,1043
163,4,837
126,0,891
157,1,1044
102,0,1039
220,7,945
197,1,856
144,2,859
152,2,865
178,7,891
185,2,854
176,1,867
150,0,1025
174,1,897
165,1,844
237,0,1028
111,1,876
223,11,889
180,0,860
162,0,847
123,1,1057
211,1,885
154,0,831
188,0,905
243,0,1003
219,4,884
109,2,887
212,1,879
229,3,950
151,0,855
271,2,972
208,0,915
186,3,844
253,0,990
275,0,1001
247,3,962
144,0,1074
161,2,1039
214,15,886
50,3,941
219,4,949
158,0,842
239,0,984
47,0,972
169,8,856
124,0,1113
194,3,895
72,1,875
272,1,962
97,0,1159
280,14,982
140,0,1030
122,0,922
243,0,999
299,4,969
228,15,910
246,14,984
242,4,999
227,0,968
236,9,913
101,2,866
148,5,839
234,0,1008
227,4,944
177,5,846
100,4,892
160,2,850
179,6,890
172,5,856
236,3,918
283,0,1085
242,1,1058
241,2,963
253,8,985
231,2,895
251,5,984
87,4,908
189,0,872
151,0,833
137,0,850
240,0,1042
186,4,861
299,4,981
220,0,895
127,1,884
239,1,961
190,2,887
211,8,947
251,4,957
223,7,883
142,1,903
139,2,879
242,4,964
196,1,874
147,4,870
122,0,1143
182,4,851
204,1,852
190,15,881
236,0,1029
222,1,933
235,3,915
216,1,897
109,3,886
219,10,881
133,0,1108
244,2,1056
115,3,885
236,0,988
169,1,878
110,2,899
239,2,917
204,12,880
131,1,852
247,6,919
175,13,835
132,1,1054
186,5,879
285,0,999
241,0,1057
229,10,912
163,0,895
267,1,963
139,8,901
247,1,1086
114,2,889
222,24,904
101,7,911
196,2,851
105,0,1066
141,2,1050
183,4,845
168,1,1036
234,1,978
231,5,913
208,14,887
287,8,971
84,0,984
164,5,862
282,1,1001
252,0,906
95,1,911
197,0,855
125,1,838
157,1,837
294,6,982
124,1,920
189,0,961
290,1,952
268,3,945
283,1,937
240,2,933
117,6,882
285,1,938
234,2,930
183,7,850
234,2,963
115,1,933
133,0,882
140,0,892
125,2,1056
283,3,960
241,1,1007
144,0,834
142,9,909
218,3,886
151,1,839
140,0,867
188,2,871
242,1,986
243,0,1058
150,5,839
89,0,881
136,0,1137
211,16,876
121,1,843
246,13,893
281,2,944
181,0,1055
149,3,886
177,1,903
153,0,946
225,29,903
171,0,876
126,3,879
236,21,909
157,0,837
149,1,855
168,4,893
284,2,970
228,0,1009
224,1,906
224,15,909
189,0,898
100,1,891
198,2,899
175,1,836
211,2,908
134,0,917
173,0,905
187,8,884
107,1,866
276,1,934
254,1,933
207,6,882
269,0,1003
243,0,1001
153,0,1016
254,1,984
81,4,942
162,4,855
198,2,887
149,6,839
220,5,893
215,5,885
209,1,902
242,6,916
102,13,927
228,0,896
177,0,850
225,9,891
58,1,925
139,1,892
241,4,932
117,0,1099
215,0,940
147,0,849
180,1,866
117,4,880
168,0,854
143,0,1048
122,7,879
243,1,985
295,3,958
235,0,903
140,0,1052
160,2,858
213,1,955
200,7,894
126,0,1142
99,0,934
126,0,1055
216,3,906
76,0,880
206,7,883
139,6,867
186,1,865
150,10,884
271,1,1020
120,9,919
90,0,881
198,6,893
175,0,925
189,0,908
242,8,917
285,3,958
184,0,1053
116,7,882
224,7,914
238,6,915
244,8,960
177,1,856
146,0,845
182,4,863
236,0,987
297,0,950
186,2,851
185,2,844
176,0,860
77,0,1014
244,2,1004
236,1,936
136,2,859
299,9,958
153,6,867
199,1,869
129,1,893
149,2,903
192,9,848
292,11,958
169,2,825
201,3,897
211,5,896
190,2,843
74,0,1147
239,0,964
226,13,888
134,0,878
98,0,892
228,0,904
158,8,900
69,0,1151
186,4,884
141,1,869
238,5,952
213,6,893
187,2,887
191,0,918
74,0,1176
141,0,915
146,1,873
93,0,873
82,1,890
230,0,1005
196,16,888
240,1,1086
164,0,856
220,0,904
204,7,884
79,1,901
210,0,1015
296,0,946
46,5,935
196,3,872
226,1,933
182,5,854
170,2,858
249,0,946
198,0,902
194,4,850
248,1,901
167,0,852
247,5,935
197,1,898
215,5,883
180,2,883
181,1,853
171,0,846
252,17,980
151,0,845
231,2,915
135,3,878
